Doc Index,Title,URL,Overlap,Jaccard,Recs from Text Only,Recs from Text + Image,New Recs from Image Features
1601,"There’s A New Winter Wonderland Near KL With Ice Slides, Snow Tubing & A Frozen Café",N/A,5,1.0,"11 Best Melaka Street Food That Prove Melakans Live In Food Paradise; Angsana Bintan debuts new Rangers’ Club for kids and Live for Family package for family travels; [Review] Sentosa 4D Adventureland – what to expect?; There’s A New Alpaca Petting Cafe In JB With No Entrance Fees & Cute Desserts For Animal Lovers; There’s A Fantasy-Like Farmstay Near KL With Hobbit Houses, Farm Animals & Waterfalls","11 Best Melaka Street Food That Prove Melakans Live In Food Paradise; Angsana Bintan debuts new Rangers’ Club for kids and Live for Family package for family travels; [Review] Sentosa 4D Adventureland – what to expect?; There’s A New Alpaca Petting Cafe In JB With No Entrance Fees & Cute Desserts For Animal Lovers; There’s A Fantasy-Like Farmstay Near KL With Hobbit Houses, Farm Animals & Waterfalls",
1602,All About The Lost City Trek In Colombia,N/A,5,1.0,"Yilan Taiwan guide: Yilan City, Yuanshan, Jiaoxi, Toucheng; The “Hill City”; Family Fun at the Grand Mirage Resort in Nusa Dua; 10 things to do in Saigon at night; My Sembawang Hot Spring Park guide for Singapore’s only accessible natural hot spring","Yilan Taiwan guide: Yilan City, Yuanshan, Jiaoxi, Toucheng; The “Hill City”; 10 things to do in Saigon at night; Family Fun at the Grand Mirage Resort in Nusa Dua; My Sembawang Hot Spring Park guide for Singapore’s only accessible natural hot spring",
1603,"11 Best Hotels In JB For Any Price Point, From $13/Pax To $258/Night",N/A,4,0.67,"10 Best Family-Friendly Hotels In JB For A Weekend Trip With The Kids This School Holiday; 9 Cheap Hostels In JB From $7/Night For Budget Weekend Trips Across The Border; 7 Areas In JB That Locals Advise Tourists To Stay Alert In While Travelling; This JB Vinyl & Record Store Has A Cafe & Second-Hand CDs, Throwback To Life Pre-Spotify; JB Has A New 2-Storey Glasshouse Plant Nursery With A Kids’ Splash Pool & Lit-Up Garden Maze","10 Best Family-Friendly Hotels In JB For A Weekend Trip With The Kids This School Holiday; 7 Areas In JB That Locals Advise Tourists To Stay Alert In While Travelling; 9 Cheap Hostels In JB From $7/Night For Budget Weekend Trips Across The Border; JB Has A New 2-Storey Glasshouse Plant Nursery With A Kids’ Splash Pool & Lit-Up Garden Maze; Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots","Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots"
1604,Top 5 Penang Attractions,N/A,4,0.67,"Things To Do In Penang; Bad weather in Penang; Explore Penang’s Heritage Through Street Art, Clan Jetties & Penang Hill; Shuang Long Shan Ancestral Hall – An Urban Cemetery in Singapore; Penang Family Trip","Things To Do In Penang; Bad weather in Penang; Explore Penang’s Heritage Through Street Art, Clan Jetties & Penang Hill; Penang Family Trip; James Turrell House of Light 光の館 – Sleeping in an artwork at Echigo Tsumari Art Triennale",James Turrell House of Light 光の館 – Sleeping in an artwork at Echigo Tsumari Art Triennale
1605,15 Reasons Malaysia Is The Worst Place To Visit In Southeast Asia,N/A,3,0.43,A Dreamy 7-Day Honeymoon Tour in Pattaya; Jame’Asr Hassanil Bolkiah Mosque In Brunei; Laos ranked 4th among the top travel destinations for 2025; Top 10 amazing reasons why you should visit Laos; 10 Delectable Durian Dishes In Malaysia to Add To Your Foodie Bucket List,Jame’Asr Hassanil Bolkiah Mosque In Brunei; Best Malls and Local Markets in Kuala Lumpur; Malaysia Tour 3 Days: The Perfect Itinerary; A Dreamy 7-Day Honeymoon Tour in Pattaya; 10 Delectable Durian Dishes In Malaysia to Add To Your Foodie Bucket List,Malaysia Tour 3 Days: The Perfect Itinerary; Best Malls and Local Markets in Kuala Lumpur
1606,10 Speakeasy Bars In Kuala Lumpur For Alcohol-Lovers To Maximise The Exchange Rate,N/A,4,0.67,"11 Mouthwatering Kuala Lumpur Buffets to Break Fast At This Ramadan; 12 Japanese Restaurants in Kuala Lumpur that are insanely delicious; Keukenhof Flower Power 2019; 15 Cheapo Things To Do In Kuala Lumpur On A Weekend Getaway; Staying at Traders Hotel, Kuala Lumpur",11 Mouthwatering Kuala Lumpur Buffets to Break Fast At This Ramadan; 12 Japanese Restaurants in Kuala Lumpur that are insanely delicious; Keukenhof Flower Power 2019; 15 Cheapo Things To Do In Kuala Lumpur On A Weekend Getaway; The Magic of Munich Christmas Markets,The Magic of Munich Christmas Markets
1607,10 Scenic Hiking Trails In Malaysia Even Beginners Can Enjoy,N/A,5,1.0,"Caves Expedition; Stairway To Heaven Hawaii Hike: The Epic Haiku Stairs In Oahu; Wadi Rum Desert: Epic Jeep Tour In Jordan; Art in Ang Mo Kio: murals, sculptures and cool architecture; Keukenhof Flower Power 2019","Caves Expedition; Stairway To Heaven Hawaii Hike: The Epic Haiku Stairs In Oahu; Wadi Rum Desert: Epic Jeep Tour In Jordan; Art in Ang Mo Kio: murals, sculptures and cool architecture; Keukenhof Flower Power 2019",
1608,9 Things to do after you Graduate,N/A,4,0.67,"In Memoriam; Mekong Delta Day Cruise; Safari Boo at River Safari: A Merry-Not-Scary Kids Event for Halloween; River Safari’s Safari Boo 2016 – Mermaids, Aliens, Monsters and more!; Fast & Furious 6 – Interview with Vin Diesel, Michelle Rodriguez, Luke Evans and Gina Carano","My Ambition, My Goal in Life.; In Memoriam; Mekong Delta Day Cruise; Safari Boo at River Safari: A Merry-Not-Scary Kids Event for Halloween; River Safari’s Safari Boo 2016 – Mermaids, Aliens, Monsters and more!","My Ambition, My Goal in Life."
1609,15 Reasons To Adventure In Langkawi For Your Next Holiday,N/A,5,1.0,Ultimate 15-Day Adventure: Discover Thailand and Malaysia; 5 Reasons to go on an adventure in Vietnam – Fly with Vietjet and win; 15 All-Star Dishes In Penang The Locals Don’t Want You To Know About; 4D3N Komodo Island Itinerary for your next long weekend; 15 Reasons Malaysia Is The Worst Place To Visit In Southeast Asia,Ultimate 15-Day Adventure: Discover Thailand and Malaysia; 5 Reasons to go on an adventure in Vietnam – Fly with Vietjet and win; 15 All-Star Dishes In Penang The Locals Don’t Want You To Know About; 4D3N Komodo Island Itinerary for your next long weekend; 15 Reasons Malaysia Is The Worst Place To Visit In Southeast Asia,
1610,"There’s A Huge Sneaker Store In JB That’s 2 Storeys High, With Over 1,000 Shoes & Apparel",N/A,5,1.0,"There’s A Lights Wonderland In JB With 1.4 Million LED Bulbs, Carnival Rides & Food Trucks; 9 Bubble Tea Shops In JB With Comfy Sit-Down Cafe Spaces That Don’t Exist In Singapore; Glex Hotel Signature: Affordable JB Hotel With Rooms From ~S$10/Pax For Groups On A Budget; 8 Nail Salons In JB With Gel Manicures From S$17 Plus Affordable Nail Art & Extensions; JB Cat Cafe Lets You Play With Maine Coons & Shorthairs Under $7, Just A Short Walk From Custom","There’s A Lights Wonderland In JB With 1.4 Million LED Bulbs, Carnival Rides & Food Trucks; 9 Bubble Tea Shops In JB With Comfy Sit-Down Cafe Spaces That Don’t Exist In Singapore; Glex Hotel Signature: Affordable JB Hotel With Rooms From ~S$10/Pax For Groups On A Budget; 8 Nail Salons In JB With Gel Manicures From S$17 Plus Affordable Nail Art & Extensions; JB Cat Cafe Lets You Play With Maine Coons & Shorthairs Under $7, Just A Short Walk From Custom",
1611,"Toppen Shopping Centre – Megamall In JB With IKEA, Rooftop Skatepark & Cinema With Kids Playroom",N/A,5,1.0,"JB Has A New 2-Storey Glasshouse Plant Nursery With A Kids’ Splash Pool & Lit-Up Garden Maze; 7 Areas In JB That Locals Advise Tourists To Stay Alert In While Travelling; 12 New JB Cafes That Only Opened In 2019 To Visit Before Other Singaporeans Find Out; Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots; DIY Perfumes & Soaps From Just $10 At This Homeware Store In JB, KIV For Unique Xmas Gifts","JB Has A New 2-Storey Glasshouse Plant Nursery With A Kids’ Splash Pool & Lit-Up Garden Maze; 7 Areas In JB That Locals Advise Tourists To Stay Alert In While Travelling; 12 New JB Cafes That Only Opened In 2019 To Visit Before Other Singaporeans Find Out; Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots; DIY Perfumes & Soaps From Just $10 At This Homeware Store In JB, KIV For Unique Xmas Gifts",
1612,The Trans Bhutan Trail Is A New 400KM Hiking Trail In Asia With Camping & Farmstays Along The Way,N/A,5,1.0,Contiki invites all to the “Party of a Lifetime” at the iconic French Castle to celebrate 60 Years of Travel Services!; 9 Cheapest All-Inclusive Bali Resorts For Those Too Lazy To Plan An Itinerary; The Jewish Quarter in Prague; [Promo Inside] Get a flexible travel insurance plan with AXA Insurance’s Wanderlust insurance package; Wildlife Staycation Packages for the whole family await at Marriott International Hotel – offer runs till 31 January 2021,Contiki invites all to the “Party of a Lifetime” at the iconic French Castle to celebrate 60 Years of Travel Services!; 9 Cheapest All-Inclusive Bali Resorts For Those Too Lazy To Plan An Itinerary; The Jewish Quarter in Prague; [Promo Inside] Get a flexible travel insurance plan with AXA Insurance’s Wanderlust insurance package; Wildlife Staycation Packages for the whole family await at Marriott International Hotel – offer runs till 31 January 2021,
1613,How To Visit Khao Sok National Park In Thailand,N/A,4,0.67,Yangmingshan National Park; Komodo National Park: Up Close with the Dragons; Where to Bring the Kids this Weekend? Review of Madame Tussauds Singapore; How to Visit Khao Yai National Park; Arriving Kakadu National Park,Yangmingshan National Park; 6 Island Hopping Day Trips Around Phuket That Come Fully Planned For Beach Lovers; Komodo National Park: Up Close with the Dragons; Where to Bring the Kids this Weekend? Review of Madame Tussauds Singapore; How to Visit Khao Yai National Park,6 Island Hopping Day Trips Around Phuket That Come Fully Planned For Beach Lovers
1614,Euro Fun Park JB – Pop-Up Amusement Park With Thrill Rides Till 12am Near Woodlands Checkpoint,N/A,5,1.0,"Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots; Skyscape Is A 34-Storey High Sky Deck In JB With Outdoor Sky Bridge, LED Tunnel & VR Games; 10 Festive Chinese Restaurants In JB To Celebrate At This CNY; 13 Cool Local Desserts In JB You Need To Know About Today; 7 Areas In JB That Locals Advise Tourists To Stay Alert In While Travelling","Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots; Skyscape Is A 34-Storey High Sky Deck In JB With Outdoor Sky Bridge, LED Tunnel & VR Games; 10 Festive Chinese Restaurants In JB To Celebrate At This CNY; 13 Cool Local Desserts In JB You Need To Know About Today; 7 Areas In JB That Locals Advise Tourists To Stay Alert In While Travelling",
1615,"Mandrian Oriental, Kuala Lumpur Review",N/A,5,1.0,"TRACE Restaurant and Bar at Element Hotel Kuala Lumpur, Malaysia; Scoot Expands Connectivity to Kuala Lumpur with New Subang Flight Route; 9 Most Happening Clubs In Kuala Lumpur That Make Solid Rebounds Now That Kyo Is Gone; SQ PPS Club member demands priority at all cost at KLIA; Crown Metropol @Melbourne","TRACE Restaurant and Bar at Element Hotel Kuala Lumpur, Malaysia; Scoot Expands Connectivity to Kuala Lumpur with New Subang Flight Route; 9 Most Happening Clubs In Kuala Lumpur That Make Solid Rebounds Now That Kyo Is Gone; SQ PPS Club member demands priority at all cost at KLIA; Crown Metropol @Melbourne",
1616,15 New Cafes in KL To Visit In 2019 If You’ve Already Conquered All The Street Food,N/A,4,0.67,13 New JB Cafes To Make A Day Trip For In 2018; 12 Vegetarian & Vegan-Friendly Cafes And Restaurants In KL For Cheap Guilt-Free Dishes Without Meat; How To Spend 1 Day In Yosemite National Park (Itinerary); 10 Rooftop Bars In Bangkok With City Skyline Views; 15 Kuala Lumpur Cafes that will induce Instagram frenzy the moment you step in,13 New JB Cafes To Make A Day Trip For In 2018; 12 Vegetarian & Vegan-Friendly Cafes And Restaurants In KL For Cheap Guilt-Free Dishes Without Meat; 10 Rooftop Bars In Bangkok With City Skyline Views; 10 Themed Cafes In Penang You’ll Travel Across Malaysia To Visit; How To Spend 1 Day In Yosemite National Park (Itinerary),10 Themed Cafes In Penang You’ll Travel Across Malaysia To Visit
1617,10 Offbeat Things To Do In Bali That’ll Take You Beyond Its Beaches,N/A,4,0.67,"Guide To Sunway Lagoon: Iconic Amusement Park Near KL With 80+ Attractions, Themed Rides & Glamping; 10 IG-Worthy Things To Do In Penang Under $10 – Rainbow Jetty, Street Art & Hiking Trails; Vietnam Waives Visa for Poland, Czech, and Switzerland from March 1; Ultimate Asia Travel Itinerary: Unforgettable Adventures!; Where to Stay in Kampot: Best Kampot Hotels, Bungalows & Hostels","Guide To Sunway Lagoon: Iconic Amusement Park Near KL With 80+ Attractions, Themed Rides & Glamping; 10 IG-Worthy Things To Do In Penang Under $10 – Rainbow Jetty, Street Art & Hiking Trails; Vietnam Waives Visa for Poland, Czech, and Switzerland from March 1; Ultimate Asia Travel Itinerary: Unforgettable Adventures!; Top Activities in Perak: From Thrilling to Relaxing",Top Activities in Perak: From Thrilling to Relaxing
1618,30 Best Things To Do Near Bangkok For Endless Day Trip Ideas Outta The City,N/A,4,0.67,"The 22 Best Things to Do in Bangkok; 38 Best Things To Do In Oahu Hawaii (Fun, Couples, Free); 10 Rooftop Bars In Bangkok With City Skyline Views; 10 Day Trips From Bangkok Under 3 Hours If You’ve Had Enough Of Chatuchak & Siam Square; 23 Best Things To Do In Aruba Island (Fun, Kids, Couples)","The 22 Best Things to Do in Bangkok; 38 Best Things To Do In Oahu Hawaii (Fun, Couples, Free); 10 Rooftop Bars In Bangkok With City Skyline Views; 10 Day Trips From Bangkok Under 3 Hours If You’ve Had Enough Of Chatuchak & Siam Square; 12 Best Things To Do In Pattaya For An Exciting Day Trip That’s Just A 2H Drive From BKK",12 Best Things To Do In Pattaya For An Exciting Day Trip That’s Just A 2H Drive From BKK
1619,Pai – 10 Things To Do In Thailand’s Most Romantic City,N/A,5,1.0,"10 Things To Do In Boracay That Prove It’s The #1 Island In The Philippines; Feeling fishy? Things to do in Nanfang’ao 南方澳, Yilan; Bangkok Airbnb: 10 Gorgeous Thai Houses You Can Rent by the Night; 10 Things To Do In Kuantan – Chop Chop Malaysian Getaway Just An Hour & $42 Flight From Singapore; All about Oedo – Netflix’s New World island filming location","10 Things To Do In Boracay That Prove It’s The #1 Island In The Philippines; Bangkok Airbnb: 10 Gorgeous Thai Houses You Can Rent by the Night; All about Oedo – Netflix’s New World island filming location; Feeling fishy? Things to do in Nanfang’ao 南方澳, Yilan; 10 Things To Do In Kuantan – Chop Chop Malaysian Getaway Just An Hour & $42 Flight From Singapore",
1620,10 Themed Cafes In Kuala Lumpur To Take Your M’sia Foodventures Up A Notch,N/A,5,1.0,10 Shiok Laksa In Kuala Lumpur You Must Try Today; 15 Cafes in Kuala Lumpur that serve extraordinary Coffee; 10 Trending Kuala Lumpur Ice-Creams Absolutely Worth The Hype; 15 Kuala Lumpur Cafes that will induce Instagram frenzy the moment you step in; 24 Kuala Lumpur Cafes To Visit Before The World Ends,10 Shiok Laksa In Kuala Lumpur You Must Try Today; 15 Cafes in Kuala Lumpur that serve extraordinary Coffee; 24 Kuala Lumpur Cafes To Visit Before The World Ends; 10 Trending Kuala Lumpur Ice-Creams Absolutely Worth The Hype; 15 Kuala Lumpur Cafes that will induce Instagram frenzy the moment you step in,
1621,"6 Affordable Stationery Shops In JB With Cute Bag Charms, Planners & Home Decor",N/A,5,1.0,"Glex Hotel Signature: Affordable JB Hotel With Rooms From ~S$10/Pax For Groups On A Budget; 9 Bubble Tea Shops In JB With Comfy Sit-Down Cafe Spaces That Don’t Exist In Singapore; This Huge Hobby Store In JB Is A Gamer’s Haven, With Consoles, Anime Merch & Blind Boxes; Game On – Indoor Park In JB With Flying Fox, Obstacle Courses & KTV From $8/Pax; Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots","Glex Hotel Signature: Affordable JB Hotel With Rooms From ~S$10/Pax For Groups On A Budget; 9 Bubble Tea Shops In JB With Comfy Sit-Down Cafe Spaces That Don’t Exist In Singapore; This Huge Hobby Store In JB Is A Gamer’s Haven, With Consoles, Anime Merch & Blind Boxes; Game On – Indoor Park In JB With Flying Fox, Obstacle Courses & KTV From $8/Pax; Jalan Dhoby: Hipster Area In JB With Container Cafes, Heritage Buildings & Graffiti Photo-Spots",
